tsne_x,tsne_y,id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
-10.355618,47.81872,keyboard_electronic_098-037-100,keyboard_electronic_098-037-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_098-037-100.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,37,100,16000,dark|distortion
34.47977,23.176212,reed_acoustic_018-060-025,reed_acoustic_018-060-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_018-060-025.wav,183,reed_acoustic_018,7,reed,0,acoustic,60,25,16000,
72.57508,-16.476158,vocal_synthetic_003-104-075,vocal_synthetic_003-104-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/vocal_synthetic_003-104-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,104,75,16000,bright|distortion|long_release|nonlinear_env
4.135588,34.02765,organ_electronic_113-058-050,organ_electronic_113-058-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-058-050.wav,958,organ_electronic_113,6,organ,1,electronic,58,50,16000,dark
-31.906458,24.037231,keyboard_electronic_078-045-127,keyboard_electronic_078-045-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_078-045-127.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,45,127,16000,bright
26.219982,12.573919,reed_acoustic_037-065-050,reed_acoustic_037-065-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_037-065-050.wav,387,reed_acoustic_037,7,reed,0,acoustic,65,50,16000,reverb
31.5088,-3.9785323,organ_electronic_007-069-075,organ_electronic_007-069-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-069-075.wav,123,organ_electronic_007,6,organ,1,electronic,69,75,16000,distortion|long_release|nonlinear_env
35.71568,-35.050842,brass_acoustic_006-088-075,brass_acoustic_006-088-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-088-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,88,75,16000,reverb
22.255028,-24.224806,flute_acoustic_002-080-050,flute_acoustic_002-080-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_acoustic_002-080-050.wav,86,flute_acoustic_002,2,flute,0,acoustic,80,50,16000,reverb
28.024708,46.76717,brass_acoustic_006-045-050,brass_acoustic_006-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-045-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,45,50,16000,reverb
-26.99242,-40.04061,reed_acoustic_023-032-025,reed_acoustic_023-032-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-032-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,32,25,16000,bright|fast_decay|multiphonic|nonlinear_env
7.137193,23.492647,organ_electronic_104-060-075,organ_electronic_104-060-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_104-060-075.wav,921,organ_electronic_104,6,organ,1,electronic,60,75,16000,
34.661407,13.31296,reed_acoustic_011-065-075,reed_acoustic_011-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-065-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,65,75,16000,
-21.527105,63.438393,guitar_acoustic_014-021-050,guitar_acoustic_014-021-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-021-050.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,21,50,16000,
35.58425,1.0776461,brass_acoustic_006-070-127,brass_acoustic_006-070-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-070-127.wav,43,brass_acoustic_006,1,brass,0,acoustic,70,127,16000,reverb
-45.109406,50.186024,string_acoustic_012-036-100,string_acoustic_012-036-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_012-036-100.wav,97,string_acoustic_012,8,string,0,acoustic,36,100,16000,long_release|reverb
1.034733,61.63132,organ_electronic_007-037-050,organ_electronic_007-037-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_007-037-050.wav,123,organ_electronic_007,6,organ,1,electronic,37,50,16000,distortion|long_release|nonlinear_env
35.10458,-53.093697,guitar_electronic_028-096-050,guitar_electronic_028-096-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_electronic_028-096-050.wav,510,guitar_electronic_028,3,guitar,1,electronic,96,50,16000,
-10.3367405,58.616604,keyboard_electronic_002-025-075,keyboard_electronic_002-025-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_002-025-075.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,25,75,16000,distortion
-29.883463,36.13679,bass_synthetic_135-045-050,bass_synthetic_135-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_135-045-050.wav,927,bass_synthetic_135,0,bass,2,synthetic,45,50,16000,distortion
-3.8116784,-72.363304,bass_synthetic_068-104-025,bass_synthetic_068-104-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-104-025.wav,656,bass_synthetic_068,0,bass,2,synthetic,104,25,16000,bright|fast_decay|percussive
9.710547,-1.3419935,keyboard_electronic_001-067-025,keyboard_electronic_001-067-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_electronic_001-067-025.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,67,25,16000,dark
7.6188097,39.60132,flute_synthetic_000-055-050,flute_synthetic_000-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/flute_synthetic_000-055-050.wav,82,flute_synthetic_000,2,flute,2,synthetic,55,50,16000,distortion
-43.40209,-6.4489813,string_acoustic_014-035-050,string_acoustic_014-035-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_014-035-050.wav,100,string_acoustic_014,8,string,0,acoustic,35,50,16000,dark|reverb
-57.442974,-0.48017725,bass_synthetic_068-021-100,bass_synthetic_068-021-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/bass_synthetic_068-021-100.wav,656,bass_synthetic_068,0,bass,2,synthetic,21,100,16000,dark
-33.46848,1.8580834,guitar_acoustic_030-048-025,guitar_acoustic_030-048-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_030-048-025.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,48,25,16000,tempo-synced
18.907951,51.085213,reed_acoustic_037-037-100,reed_acoustic_037-037-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_037-037-100.wav,387,reed_acoustic_037,7,reed,0,acoustic,37,100,16000,reverb
5.4471135,-42.771584,guitar_acoustic_014-085-127,guitar_acoustic_014-085-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/guitar_acoustic_014-085-127.wav,263,guitar_acoustic_014,3,guitar,0,acoustic,85,127,16000,fast_decay|percussive
-53.03779,-2.3849413,mallet_acoustic_062-037-075,mallet_acoustic_062-037-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-037-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,37,75,16000,dark|multiphonic
