tsne_x,tsne_y,id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
11.829235,9.566357,mallet_acoustic_062-059-127,mallet_acoustic_062-059-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_062-059-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,59,127,16000,dark|long_release|multiphonic
-29.048113,-7.9271817,reed_acoustic_011-063-050,reed_acoustic_011-063-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_011-063-050.wav,104,reed_acoustic_011,7,reed,0,acoustic,63,50,16000,
46.958725,-8.076185,reed_acoustic_023-095-025,reed_acoustic_023-095-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/reed_acoustic_023-095-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,95,25,16000,fast_decay|multiphonic|nonlinear_env
-3.8254275,-11.666224,organ_electronic_113-066-100,organ_electronic_113-066-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-066-100.wav,958,organ_electronic_113,6,organ,1,electronic,66,100,16000,
52.33621,-13.380584,keyboard_synthetic_000-061-127,keyboard_synthetic_000-061-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/keyboard_synthetic_000-061-127.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,61,127,16000,bright|distortion|fast_decay|nonlinear_env
1.6856283,24.486807,organ_electronic_057-037-075,organ_electronic_057-037-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_057-037-075.wav,701,organ_electronic_057,6,organ,1,electronic,37,75,16000,dark
-7.630416,-1.6041814,organ_electronic_113-058-100,organ_electronic_113-058-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/organ_electronic_113-058-100.wav,958,organ_electronic_113,6,organ,1,electronic,58,100,16000,dark
42.154057,-3.7304306,mallet_acoustic_047-100-127,mallet_acoustic_047-100-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/mallet_acoustic_047-100-127.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,100,127,16000,fast_decay|percussive|reverb
-2.5890675,-27.230038,string_acoustic_057-092-050,string_acoustic_057-092-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/string_acoustic_057-092-050.wav,450,string_acoustic_057,8,string,0,acoustic,92,50,16000,bright|nonlinear_env|reverb
-28.618004,9.737645,brass_acoustic_006-045-050,brass_acoustic_006-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-test/audio/brass_acoustic_006-045-050.wav,43,brass_acoustic_006,1,brass,0,acoustic,45,50,16000,reverb
